Restored:
              0          1          2          3          4          5          6          7
     ----------------------------------------------------------------------------------------
   0 |   115.64|    115.77|    116.02|    116.34|    116.68|    117.00|    117.24|    117.37|
   1 |   115.77|    115.91|    116.15|    116.47|    116.81|    117.13|    117.37|    117.51|
   2 |   116.02|    116.15|    116.39|    116.71|    117.06|    117.37|    117.62|    117.75|
   3 |   116.34|    116.47|    116.71|    117.03|    117.37|    117.69|    117.94|    118.07|
   4 |   116.68|    116.81|    117.06|    117.37|    117.72|    118.04|    118.28|    118.41|
   5 |   117.00|    117.13|    117.37|    117.69|    118.04|    118.36|    118.60|    118.73|
   6 |   117.24|    117.37|    117.62|    117.94|    118.28|    118.60|    118.84|    118.98|
   7 |   117.37|    117.51|    117.75|    118.07|    118.41|    118.73|    118.98|    119.11|
